13.3642 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([1., 1., 1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1136f1f50>, multiSample=False, name='window1', numSamples=2, pos=[-840, -525], screen=0, size=array([3360, 2100]), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
14.2155 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([0.2, 0. ]), rgb=array([0., 0., 0.]), text='default text', units=u'norm', win=Window(...), wrapWidth=1)
14.2225 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='default text', units=u'norm', win=Window(...), wrapWidth=1)
14.2345 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='This round is now complete', units=u'norm', win=Window(...), wrapWidth=1)
14.2470 	EXP 	Created text_5 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='Thank you for participating!', units=u'norm', win=Window(...), wrapWidth=1)
14.2705 	EXP 	Created text_6 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
14.2899 	EXP 	Created text_7 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_7', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='An experimenter will come by to assist you', units=u'norm', win=Window(...), wrapWidth=1)
14.3175 	EXP 	text_8: autoDraw = True
17.3015 	EXP 	text_8: autoDraw = False
17.3172 	EXP 	text_9: autoDraw = True
23.2992 	EXP 	text_9: autoDraw = False
23.3155 	EXP 	text_10: autoDraw = True
29.2992 	EXP 	text_10: autoDraw = False
29.3157 	EXP 	text_13: autoDraw = True
35.3189 	EXP 	Imported images.xlsx as conditions, 1 conditions, 3 params
35.3193 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
35.3196 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'images', u'images/volleyball.jpg'), (u'name', u'volley ball'), (u'corrAns', u'z')])
35.6472 	EXP 	text_13: autoDraw = False
35.6472 	EXP 	text_8: autoDraw = False
35.6472 	EXP 	text_9: autoDraw = False
35.6472 	EXP 	text_10: autoDraw = False
35.6472 	EXP 	text_13: autoDraw = False
35.6472 	EXP 	image_2: image = u'images/volleyball.jpg'
35.6472 	EXP 	text_12: text = u'volley ball'
35.6472 	EXP 	image_2: autoDraw = True
35.6472 	EXP 	text_12: autoDraw = True
38.3175 	EXP 	image_2: autoDraw = False
38.3175 	EXP 	text_12: autoDraw = False
38.3175 	EXP 	text_14: autoDraw = True
44.3154 	EXP 	text_14: autoDraw = False
44.3320 	EXP 	text_15: autoDraw = True
50.3173 	EXP 	text_15: autoDraw = False
50.3350 	EXP 	text_16: autoDraw = True
56.3147 	EXP 	text_16: autoDraw = False
56.3325 	EXP 	text_17: autoDraw = True
62.3244 	EXP 	Imported images.xlsx as conditions, 1 conditions, 3 params
62.3248 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
62.3251 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'images', u'images/puma.jpg'), (u'name', u'puma'), (u'corrAns', u'z')])
62.5155 	EXP 	text_14: autoDraw = False
62.5155 	EXP 	text_15: autoDraw = False
62.5155 	EXP 	text_16: autoDraw = False
62.5155 	EXP 	text_17: autoDraw = False
62.5155 	EXP 	image_3: image = u'images/puma.jpg'
62.5155 	EXP 	text_18: text = u'puma'
62.5155 	EXP 	image_3: autoDraw = True
62.5155 	EXP 	text_18: autoDraw = True
63.1753 	DATA 	Keypress: z
63.2000 	EXP 	image_3: autoDraw = False
63.2000 	EXP 	text_18: autoDraw = False
63.2000 	EXP 	text_20: autoDraw = True
69.1823 	EXP 	text_20: autoDraw = False
69.2002 	EXP 	text_22: autoDraw = True
75.1840 	EXP 	text_22: autoDraw = False
75.2010 	EXP 	text_21: autoDraw = True
81.1811 	EXP 	text_21: autoDraw = False
81.1982 	EXP 	text_23: autoDraw = True
89.1844 	EXP 	text_23: autoDraw = False
89.2008 	EXP 	text_24: autoDraw = True
95.1824 	EXP 	Imported sounds.xlsx as conditions, 2 conditions, 1 params
95.1827 	EXP 	Created sequence: random, trialTypes=2, nReps=1, seed=None
95.1830 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'sounds', u'sounds/animalfarm_english.wav')])
95.3107 	EXP 	Set  sound=sounds/animalfarm_english.wav
95.3107 	EXP 	Sound  started
95.3329 	EXP 	text_24: autoDraw = False
95.3329 	EXP 	text_20: autoDraw = False
95.3329 	EXP 	text_22: autoDraw = False
95.3329 	EXP 	text_21: autoDraw = False
95.3329 	EXP 	text_23: autoDraw = False
95.3329 	EXP 	text_24: autoDraw = False
95.3329 	EXP 	text_3: autoDraw = True
105.2164 	EXP 	Imported images.xlsx as conditions, 240 conditions, 3 params
105.2174 	EXP 	Created sequence: random, trialTypes=240, nReps=5, seed=None
105.2177 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'images', u'images/coin01b.jpg'), (u'name', u'arrow'), (u'corrAns', u'x')])
105.3982 	EXP 	text_3: autoDraw = False
105.3982 	EXP 	text_3: autoDraw = False
105.3982 	EXP 	image: image = u'images/coin01b.jpg'
105.3982 	EXP 	image: size = array([300., 300.])
105.3982 	EXP 	text: text = u'arrow'
105.3982 	EXP 	image: autoDraw = True
105.3982 	EXP 	text: autoDraw = True
106.1842 	DATA 	Keypress: x
106.2176 	EXP 	image: autoDraw = False
106.2176 	EXP 	text: autoDraw = False
106.2176 	EXP 	text_2: text = 'Correct!'
106.2176 	EXP 	text_2: autoDraw = True
107.1850 	EXP 	New trial (rep=0, index=1): OrderedDict([(u'images', u'images/belt02a.jpg'), (u'name', u'snowman'), (u'corrAns', u'x')])
107.3647 	EXP 	text_2: autoDraw = False
107.3647 	EXP 	text_2: autoDraw = False
107.3647 	EXP 	image: image = u'images/belt02a.jpg'
107.3647 	EXP 	image: size = array([300., 300.])
107.3647 	EXP 	text: text = u'snowman'
107.3647 	EXP 	image: autoDraw = True
107.3647 	EXP 	text: autoDraw = True
108.2018 	DATA 	Keypress: x
108.2152 	EXP 	image: autoDraw = False
108.2152 	EXP 	text: autoDraw = False
108.2152 	EXP 	text_2: text = 'Correct!'
108.2152 	EXP 	text_2: autoDraw = True
109.2011 	EXP 	New trial (rep=0, index=2): OrderedDict([(u'images', u'images/birthdaycandle.jpg'), (u'name', u'birthday candle'), (u'corrAns', u'z')])
109.3653 	EXP 	text_2: autoDraw = False
109.3653 	EXP 	text_2: autoDraw = False
109.3653 	EXP 	image: image = u'images/birthdaycandle.jpg'
109.3653 	EXP 	image: size = array([300., 300.])
109.3653 	EXP 	text: text = u'birthday candle'
109.3653 	EXP 	image: autoDraw = True
109.3653 	EXP 	text: autoDraw = True
110.2836 	DATA 	Keypress: z
110.2971 	EXP 	image: autoDraw = False
110.2971 	EXP 	text: autoDraw = False
110.2971 	EXP 	text_2: text = 'Correct!'
110.2971 	EXP 	text_2: autoDraw = True
111.2838 	EXP 	New trial (rep=0, index=3): OrderedDict([(u'images', u'images/mattress.jpg'), (u'name', u'cat'), (u'corrAns', u'x')])
111.4808 	EXP 	text_2: autoDraw = False
111.4808 	EXP 	text_2: autoDraw = False
111.4808 	EXP 	image: image = u'images/mattress.jpg'
111.4808 	EXP 	image: size = array([300., 300.])
111.4808 	EXP 	text: text = u'cat'
111.4808 	EXP 	image: autoDraw = True
111.4808 	EXP 	text: autoDraw = True
112.3189 	DATA 	Keypress: x
112.3313 	EXP 	image: autoDraw = False
112.3313 	EXP 	text: autoDraw = False
112.3313 	EXP 	text_2: text = 'Correct!'
112.3313 	EXP 	text_2: autoDraw = True
113.3184 	EXP 	New trial (rep=0, index=4): OrderedDict([(u'images', u'images/daisy.jpg'), (u'name', u'daisy'), (u'corrAns', u'z')])
113.4982 	EXP 	text_2: autoDraw = False
113.4982 	EXP 	text_2: autoDraw = False
113.4982 	EXP 	image: image = u'images/daisy.jpg'
113.4982 	EXP 	image: size = array([300., 300.])
113.4982 	EXP 	text: text = u'daisy'
113.4982 	EXP 	image: autoDraw = True
113.4982 	EXP 	text: autoDraw = True
114.4011 	DATA 	Keypress: z
114.4157 	EXP 	image: autoDraw = False
114.4157 	EXP 	text: autoDraw = False
114.4157 	EXP 	text_2: text = 'Correct!'
114.4157 	EXP 	text_2: autoDraw = True
115.3998 	EXP 	New trial (rep=0, index=5): OrderedDict([(u'images', u'images/screwdriver02b.jpg'), (u'name', u'cola'), (u'corrAns', u'x')])
115.5646 	EXP 	text_2: autoDraw = False
115.5646 	EXP 	text_2: autoDraw = False
115.5646 	EXP 	image: image = u'images/screwdriver02b.jpg'
115.5646 	EXP 	image: size = array([300., 300.])
115.5646 	EXP 	text: text = u'cola'
115.5646 	EXP 	image: autoDraw = True
115.5646 	EXP 	text: autoDraw = True
116.5501 	DATA 	Keypress: x
116.5647 	EXP 	image: autoDraw = False
116.5647 	EXP 	text: autoDraw = False
116.5647 	EXP 	text_2: text = 'Correct!'
116.5647 	EXP 	text_2: autoDraw = True
117.5506 	EXP 	New trial (rep=0, index=6): OrderedDict([(u'images', u'images/sportshorts02.jpg'), (u'name', u'tape'), (u'corrAns', u'x')])
117.7483 	EXP 	text_2: autoDraw = False
117.7483 	EXP 	text_2: autoDraw = False
117.7483 	EXP 	image: image = u'images/sportshorts02.jpg'
117.7483 	EXP 	image: size = array([300., 300.])
117.7483 	EXP 	text: text = u'tape'
117.7483 	EXP 	image: autoDraw = True
117.7483 	EXP 	text: autoDraw = True
118.6834 	DATA 	Keypress: x
118.6977 	EXP 	image: autoDraw = False
118.6977 	EXP 	text: autoDraw = False
118.6977 	EXP 	text_2: text = 'Correct!'
118.6977 	EXP 	text_2: autoDraw = True
119.6849 	EXP 	New trial (rep=0, index=7): OrderedDict([(u'images', u'images/camera01a.jpg'), (u'name', u'bull'), (u'corrAns', u'x')])
119.8816 	EXP 	text_2: autoDraw = False
119.8816 	EXP 	text_2: autoDraw = False
119.8816 	EXP 	image: image = u'images/camera01a.jpg'
119.8816 	EXP 	image: size = array([300., 300.])
119.8816 	EXP 	text: text = u'bull'
119.8816 	EXP 	image: autoDraw = True
119.8816 	EXP 	text: autoDraw = True
120.9156 	DATA 	Keypress: x
120.9311 	EXP 	image: autoDraw = False
120.9311 	EXP 	text: autoDraw = False
120.9311 	EXP 	text_2: text = 'Correct!'
120.9311 	EXP 	text_2: autoDraw = True
121.9171 	EXP 	New trial (rep=0, index=8): OrderedDict([(u'images', u'images/peach01.jpg'), (u'name', u'peach'), (u'corrAns', u'z')])
122.1486 	EXP 	text_2: autoDraw = False
122.1486 	EXP 	text_2: autoDraw = False
122.1486 	EXP 	image: image = u'images/peach01.jpg'
122.1486 	EXP 	image: size = array([300., 300.])
122.1486 	EXP 	text: text = u'peach'
122.1486 	EXP 	image: autoDraw = True
122.1486 	EXP 	text: autoDraw = True
123.0838 	DATA 	Keypress: z
123.0969 	EXP 	image: autoDraw = False
123.0969 	EXP 	text: autoDraw = False
123.0969 	EXP 	text_2: text = 'Correct!'
123.0969 	EXP 	text_2: autoDraw = True
124.0850 	EXP 	New trial (rep=0, index=9): OrderedDict([(u'images', u'images/ceilingfan02.jpg'), (u'name', u'paper clip'), (u'corrAns', u'x')])
124.2647 	EXP 	text_2: autoDraw = False
124.2647 	EXP 	text_2: autoDraw = False
124.2647 	EXP 	image: image = u'images/ceilingfan02.jpg'
124.2647 	EXP 	image: size = array([300., 300.])
124.2647 	EXP 	text: text = u'paper clip'
124.2647 	EXP 	image: autoDraw = True
124.2647 	EXP 	text: autoDraw = True
125.4001 	DATA 	Keypress: x
125.4018 	EXP 	Sound  stopped
125.4143 	EXP 	image: autoDraw = False
125.4143 	EXP 	text: autoDraw = False
125.4143 	EXP 	text_2: text = 'Correct!'
125.4143 	EXP 	text_2: autoDraw = True
125.4144 	EXP 	Sound  stopped
125.4312 	EXP 	Sound  stopped
125.4482 	EXP 	Sound  stopped
125.4641 	EXP 	Sound  stopped
125.4810 	EXP 	Sound  stopped
125.4978 	EXP 	Sound  stopped
125.5155 	EXP 	Sound  stopped
125.5314 	EXP 	Sound  stopped
125.5481 	EXP 	Sound  stopped
125.5638 	EXP 	Sound  stopped
125.5821 	EXP 	Sound  stopped
125.5983 	EXP 	Sound  stopped
125.6145 	EXP 	Sound  stopped
125.6318 	EXP 	Sound  stopped
125.6483 	EXP 	Sound  stopped
125.6645 	EXP 	Sound  stopped
125.6809 	EXP 	Sound  stopped
125.6983 	EXP 	Sound  stopped
125.7150 	EXP 	Sound  stopped
125.7314 	EXP 	Sound  stopped
125.7486 	EXP 	Sound  stopped
125.7648 	EXP 	Sound  stopped
125.7817 	EXP 	Sound  stopped
125.7979 	EXP 	Sound  stopped
125.8153 	EXP 	Sound  stopped
125.8318 	EXP 	Sound  stopped
125.8484 	EXP 	Sound  stopped
125.8646 	EXP 	Sound  stopped
125.8820 	EXP 	Sound  stopped
125.8985 	EXP 	Sound  stopped
125.9150 	EXP 	Sound  stopped
125.9313 	EXP 	Sound  stopped
125.9478 	EXP 	Sound  stopped
125.9651 	EXP 	Sound  stopped
125.9819 	EXP 	Sound  stopped
125.9983 	EXP 	Sound  stopped
126.0151 	EXP 	Sound  stopped
126.0313 	EXP 	Sound  stopped
126.0488 	EXP 	Sound  stopped
126.0651 	EXP 	Sound  stopped
126.0815 	EXP 	Sound  stopped
126.0979 	EXP 	Sound  stopped
126.1155 	EXP 	Sound  stopped
126.1319 	EXP 	Sound  stopped
126.1487 	EXP 	Sound  stopped
126.1648 	EXP 	Sound  stopped
126.1809 	EXP 	Sound  stopped
126.1976 	EXP 	Sound  stopped
126.2151 	EXP 	Sound  stopped
126.2314 	EXP 	Sound  stopped
126.2488 	EXP 	Sound  stopped
126.2652 	EXP 	Sound  stopped
126.2820 	EXP 	Sound  stopped
126.2985 	EXP 	Sound  stopped
126.3151 	EXP 	Sound  stopped
126.3313 	EXP 	Sound  stopped
126.3487 	EXP 	Sound  stopped
126.3649 	EXP 	Sound  stopped
126.3817 	EXP 	Sound  stopped
126.3987 	EXP 	Sound  stopped
126.4151 	EXP 	text_2: autoDraw = False
126.4151 	EXP 	text_2: autoDraw = False
126.4151 	EXP 	text_4: autoDraw = True
136.4014 	EXP 	New trial (rep=0, index=1): OrderedDict([(u'sounds', u'sounds/greatgatsby_chinese.wav')])
136.5125 	EXP 	Set  sound=sounds/greatgatsby_chinese.wav
136.5125 	EXP 	Sound  started
136.5337 	EXP 	text_4: autoDraw = False
136.5337 	EXP 	text_4: autoDraw = False
136.5337 	EXP 	text_3: autoDraw = True
146.4334 	EXP 	Imported images.xlsx as conditions, 240 conditions, 3 params
146.4344 	EXP 	Created sequence: random, trialTypes=240, nReps=5, seed=None
146.4348 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'images', u'images/lychee02a.jpg'), (u'name', u'lychee'), (u'corrAns', u'z')])
146.6481 	EXP 	text_3: autoDraw = False
146.6481 	EXP 	text_3: autoDraw = False
146.6481 	EXP 	image: image = u'images/lychee02a.jpg'
146.6481 	EXP 	image: size = array([300., 300.])
146.6481 	EXP 	text: text = u'lychee'
146.6481 	EXP 	image: autoDraw = True
146.6481 	EXP 	text: autoDraw = True
147.6848 	DATA 	Keypress: z
147.7024 	EXP 	image: autoDraw = False
147.7024 	EXP 	text: autoDraw = False
147.7024 	EXP 	text_2: text = 'Correct!'
147.7024 	EXP 	text_2: autoDraw = True
148.6835 	EXP 	New trial (rep=0, index=1): OrderedDict([(u'images', u'images/skateboard.jpg'), (u'name', u'key'), (u'corrAns', u'x')])
148.8488 	EXP 	text_2: autoDraw = False
148.8488 	EXP 	text_2: autoDraw = False
148.8488 	EXP 	image: image = u'images/skateboard.jpg'
148.8488 	EXP 	image: size = array([300., 300.])
148.8488 	EXP 	text: text = u'key'
148.8488 	EXP 	image: autoDraw = True
148.8488 	EXP 	text: autoDraw = True
149.5997 	DATA 	Keypress: x
149.6145 	EXP 	image: autoDraw = False
149.6145 	EXP 	text: autoDraw = False
149.6145 	EXP 	text_2: text = 'Correct!'
149.6145 	EXP 	text_2: autoDraw = True
150.6005 	EXP 	New trial (rep=0, index=2): OrderedDict([(u'images', u'images/coffeepot03b.jpg'), (u'name', u'coffee pot'), (u'corrAns', u'z')])
150.8150 	EXP 	text_2: autoDraw = False
150.8150 	EXP 	text_2: autoDraw = False
150.8150 	EXP 	image: image = u'images/coffeepot03b.jpg'
150.8150 	EXP 	image: size = array([300., 300.])
150.8150 	EXP 	text: text = u'coffee pot'
150.8150 	EXP 	image: autoDraw = True
150.8150 	EXP 	text: autoDraw = True
151.6520 	DATA 	Keypress: z
151.6633 	EXP 	image: autoDraw = False
151.6633 	EXP 	text: autoDraw = False
151.6633 	EXP 	text_2: text = 'Correct!'
151.6633 	EXP 	text_2: autoDraw = True
152.6500 	EXP 	New trial (rep=0, index=3): OrderedDict([(u'images', u'images/atm.jpg'), (u'name', u'atm'), (u'corrAns', u'z')])
152.8932 	EXP 	text_2: autoDraw = False
152.8932 	EXP 	text_2: autoDraw = False
152.8932 	EXP 	image: image = u'images/atm.jpg'
152.8932 	EXP 	image: size = array([300., 300.])
152.8932 	EXP 	text: text = u'atm'
152.8932 	EXP 	image: autoDraw = True
152.8932 	EXP 	text: autoDraw = True
153.7503 	DATA 	Keypress: z
153.7634 	EXP 	image: autoDraw = False
153.7634 	EXP 	text: autoDraw = False
153.7634 	EXP 	text_2: text = 'Correct!'
153.7634 	EXP 	text_2: autoDraw = True
154.7515 	EXP 	New trial (rep=0, index=4): OrderedDict([(u'images', u'images/barrel01.jpg'), (u'name', u'barrel'), (u'corrAns', u'z')])
154.9810 	EXP 	text_2: autoDraw = False
154.9810 	EXP 	text_2: autoDraw = False
154.9810 	EXP 	image: image = u'images/barrel01.jpg'
