14.2822 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([1., 1., 1.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x113878f50>, multiSample=False, name='window1', numSamples=2, pos=[-840, -525], screen=0, size=array([3360, 2100]), stereo=False, units=u'norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
15.1070 	EXP 	Created text_5 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='Thank you for participating!', units=u'norm', win=Window(...), wrapWidth=1)
15.1337 	EXP 	Created text_6 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
15.1522 	EXP 	Created text_7 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_7', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([0., 0., 0.]), text='An experimenter will come by to assist you', units=u'norm', win=Window(...), wrapWidth=1)
15.1807 	EXP 	text_8: autoDraw = True
18.1634 	EXP 	text_8: autoDraw = False
18.1803 	EXP 	text_9: autoDraw = True
24.1629 	EXP 	text_9: autoDraw = False
24.1804 	EXP 	text_10: autoDraw = True
30.1633 	EXP 	text_10: autoDraw = False
30.1808 	EXP 	text_13: autoDraw = True
36.2004 	EXP 	Imported images.xlsx as conditions, 1 conditions, 3 params
36.2025 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
36.2033 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'images', u'images/volleyball.jpg'), (u'name', u'volley ball'), (u'corrAns', u'z')])
36.5453 	EXP 	text_13: autoDraw = False
36.5453 	EXP 	text_8: autoDraw = False
36.5453 	EXP 	text_9: autoDraw = False
36.5453 	EXP 	text_10: autoDraw = False
36.5453 	EXP 	text_13: autoDraw = False
36.5453 	EXP 	image_2: image = u'images/volleyball.jpg'
36.5453 	EXP 	text_12: text = u'volley ball'
36.5453 	EXP 	image_2: autoDraw = True
36.5453 	EXP 	text_12: autoDraw = True
39.1783 	EXP 	image_2: autoDraw = False
39.1783 	EXP 	text_12: autoDraw = False
39.1783 	EXP 	text_14: autoDraw = True
45.1809 	EXP 	text_14: autoDraw = False
45.1809 	EXP 	text_15: autoDraw = True
51.1807 	EXP 	text_15: autoDraw = False
51.1807 	EXP 	text_16: autoDraw = True
57.1797 	EXP 	text_16: autoDraw = False
57.1797 	EXP 	text_17: autoDraw = True
63.1960 	EXP 	Imported images.xlsx as conditions, 1 conditions, 3 params
63.1963 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
63.1966 	EXP 	New trial (rep=0, index=0): OrderedDict([(u'images', u'images/puma.jpg'), (u'name', u'puma'), (u'corrAns', u'z')])
63.3783 	EXP 	text_14: autoDraw = False
63.3783 	EXP 	text_15: autoDraw = False
63.3783 	EXP 	text_16: autoDraw = False
63.3783 	EXP 	text_17: autoDraw = False
63.3783 	EXP 	image_3: image = u'images/puma.jpg'
63.3783 	EXP 	text_18: text = u'puma'
63.3783 	EXP 	image_3: autoDraw = True
63.3783 	EXP 	text_18: autoDraw = True
64.7206 	DATA 	Keypress: z
65.0005 	EXP 	window1: mouseVisible = True
